Timestamp,X,Y,Z
2025-03-06 14:04:02,1.34,4.27,0.79
2025-03-06 14:04:03,-4.21,2.75,-3.17
2025-03-06 14:04:03,4.03,-2.44,1.53
2025-03-06 14:04:03,-0.73,2.38,-2.99
2025-03-06 14:04:03,-2.56,-1.4,0.06
2025-03-06 14:04:04,5.31,-7.87,4.33
2025-03-06 14:04:04,6.96,0.06,2.26
2025-03-06 14:04:04,4.15,1.77,1.4
2025-03-06 14:04:04,3.42,-3.6,-1.04
2025-03-06 14:04:04,3.3,-0.37,3.11
2025-03-06 14:04:05,1.77,-2.75,-0.43
2025-03-06 14:04:05,1.89,0.98,-1.28
2025-03-06 14:04:05,0.61,-4.09,2.81
2025-03-06 14:04:05,0.06,1.95,-1.4
2025-03-06 14:04:05,-1.83,2.08,2.26
2025-03-06 14:04:05,1.4,-0.24,-1.59
2025-03-06 14:04:05,-0.55,-2.38,-3.36
2025-03-06 14:04:06,-2.2,-1.4,-2.62
2025-03-06 14:04:06,-1.16,-2.2,0.67
2025-03-06 14:04:06,-5.62,4.39,0.98
2025-03-06 14:04:06,-9.4,8.42,-0.61
2025-03-06 14:04:06,-20.2,-14.95,18.55
2025-03-06 14:04:06,5.07,14.71,13.18
2025-03-06 14:04:06,8.54,8.91,-12.7
2025-03-06 14:04:07,14.47,-3.54,-67.57
2025-03-06 14:04:07,23.8,-43.76,-64.33
2025-03-06 14:04:07,-11.54,-0.18,44.62
2025-03-06 14:04:07,-15.99,38.57,107.06
2025-03-06 14:04:07,46.45,78.06,24.48
2025-03-06 14:04:08,-12.82,16.91,-12.15
2025-03-06 14:04:08,-62.81,-0.06,13.18
2025-03-06 14:04:08,-78.86,-52.37,5.74
2025-03-06 14:04:08,-24.17,5.55,-1.46
2025-03-06 14:04:08,-39.86,-1.53,-3.42
2025-03-06 14:04:08,3.97,12.02,10.19
2025-03-06 14:04:08,-39.67,23.44,6.29
2025-03-06 14:04:09,-8.48,36.68,15.32
2025-03-06 14:04:09,-68.05,1.46,-31.19
2025-03-06 14:04:09,-67.26,2.62,-2.32
2025-03-06 14:04:09,-58.17,118.41,165.89
2025-03-06 14:04:09,-103.09,-12.7,7.2
2025-03-06 14:04:09,21.55,-41.38,42.42
2025-03-06 14:04:10,-8.54,-0.43,12.63
2025-03-06 14:04:10,-20.63,31.8,0.0
2025-03-06 14:04:10,-71.23,41.75,-13.18
2025-03-06 14:04:10,-44.92,-7.51,-1.4
2025-03-06 14:04:10,-49.68,29.11,50.17
2025-03-06 14:04:10,2.75,18.43,-4.64
2025-03-06 14:04:10,373.35,-138.37,17.03
2025-03-06 14:04:10,6.1,-41.26,-41.69
2025-03-06 14:04:11,6.29,-0.79,7.93
2025-03-06 14:04:11,4.7,29.91,5.13
2025-03-06 14:04:11,94.73,220.21,-69.52
